Class Number,Class Name,Unique Number,Division,Days,Time,Location,Instructor,Flags,Core,Description
AFR,310L INTRO TO TRADITIONAL AFRICA,31150,Lower,TTH,12:30 p.m.-2:00 p.m.,UTC 4.104,"FALOLA, OLORUNTOYIN O",Global Cultures,,
AFR,315I INTRO AFR AMER WOMEN'S HIST,31155,Lower,TTH,11:00 a.m.-12:30 p.m.,BUR 224,"FARMER, ASHLEY",Writing Cultural Diversity,U.S. History,
AFR,315K INTRO TO AFRICAN AMER HIST,31160,Lower,MW,1:00 p.m.-2:30 p.m.,UTC 3.124,"FOURMY, SIGNE P",Cultural Diversity,U.S. History,
AFR,315U MUSIC OF AFRICAN AMERICANS,31165,Lower,MWF,12:00 p.m.-1:00 p.m.,MRH 2.608,"CARSON, CHARLES DANIEL",Cultural Diversity,Visual and Performing Arts,
AFR,315U MUSIC OF AFRICAN AMERICANS,31170,Lower,MWF,12:00 p.m.-1:00 p.m.,MRH 2.608,"CARSON, CHARLES DANIEL",Cultural Diversity,Visual and Performing Arts,
AFR,315U MUSIC OF AFRICAN AMERICANS,31175,Lower,MWF,12:00 p.m.-1:00 p.m.,MRH 2.608,"CARSON, CHARLES DANIEL",Cultural Diversity,Visual and Performing Arts,
AFR,315U MUSIC OF AFRICAN AMERICANS,31180,Lower,MWF,12:00 p.m.-1:00 p.m.,MRH 2.608,"CARSON, CHARLES DANIEL",Cultural Diversity,Visual and Performing Arts,
AFR,316C RIGHTS IN MODERN AMERICA,31184,Lower,TTH,3:30 p.m.-5:00 p.m.,RLP 1.106,"GREEN, LAURIE B",Cultural Diversity,U.S. History,
AFR,316E BLACKNESS AND COMICS,31185,Lower,MWF,11:00 a.m.-12:00 p.m.,SZB 4.618,"WALTER, PATRICK F",Cultural Diversity,,
AFR,320C POWER/PLACE MAKING TX HIST-WB,31190,Upper,TTH,11:00 a.m.-12:30 p.m.,,"GORDON-GARTH, ISHAN E",Independent Inquiry Cultural Diversity Ethics,U.S. History,
AFR,321L SOCIOLOGY OF EDUCATION,31195,Upper,TTH,12:30 p.m.-2:00 p.m.,GWB 1.130,"IRIZARRY, YASMIYN",,,
AFR,325C LATINX SEXUALITIES,31200,Upper,MW,11:30 a.m.-1:00 p.m.,CAL 21,"ROSAS, LILIA",Cultural Diversity,,
AFR,330D LIT OF HARLEM RENAISSANCE,31205,Upper,MW,1:00 p.m.-2:30 p.m.,PAR 308,"ALAFAIREET, MIA",Cultural Diversity,,
AFR,330F WRTG FOR BLACK PERFORMANCE,31210,Upper,MWF,10:00 a.m.-11:00 a.m.,,"THOMPSON, LISA B",Writing Cultural Diversity,,
AFR,330I THE ARTS OF HIP HOP,31215,Upper,MWF,11:00 a.m.-12:00 p.m.,MEZ 2.124,"BYRD, RIKKI",,,
AFR,330R LIT OF BLACK POLITICS,31220,Upper,TTH,12:30 p.m.-2:00 p.m.,,"ALAGRAA, BEDOUR",Writing Independent Inquiry,,
AFR,330W BLACK QUEER LITERATURE/FILM,31225,Upper,MWF,10:00 a.m.-11:00 a.m.,,"YOUNG, HERSHINI",,,
AFR,331E BLACK COPS IN AFR AM POP CUL,31230,Upper,MWF,12:00 p.m.-1:00 p.m.,JES A303A,"WALTER, PATRICK F",Cultural Diversity,,
AFR,335G DIASPORA VISIONS-WB,31235,Upper,MW,12:00 p.m.-1:30 p.m.,,"OKEDIJI, MOYOSORE BENJAMI",,,
AFR,335K TWNTH-CEN AFR AMER ART,31240,Upper,MWF,1:00 p.m.-2:00 p.m.,BIO 301,"BYRD, RIKKI",,,
AFR,335Q BLACKNESS CONTMP ART MUSEUM,31245,Upper,MWF,12:00 p.m.-1:00 p.m.,PAR 303,"TOWNSEND, PHILLIP",Ethics,,
AFR,338D MUSIC OF LATIN AMERICA,31248,Upper,TTH,11:00 a.m.-12:30 p.m.,MRH 2.634,"MOORE, ROBIN D",Global Cultures Cultural Diversity,Visual and Performing Arts,
AFR,338D MUSIC OF LATIN AMERICA,31249,Upper,TTH,11:00 a.m.-12:30 p.m.,MRH 2.634,"MOORE, ROBIN D",Cultural Diversity Global Cultures,Visual and Performing Arts,
AFR,340N AFRICAN QUEER STUDIES,31250,Upper,MWF,12:00 p.m.-1:00 p.m.,,"YOUNG, HERSHINI",Global Cultures,,
AFR,340Q DAILY LIFE IN ANCIENT EGYPT,31255,Upper,MWF,10:00 a.m.-11:00 a.m.,GAR 0.128,"GULIZIO, JOANN",Global Cultures,,
AFR,340T AFR RELIG CULTR/CREATIVITY,31259,Upper,TTH,9:30 a.m.-11:00 a.m.,PAR 303,"ADELAKUN, ABIMBOLA ADUNNI",Writing Global Cultures,,
AFR,345F SEX & POWER IN AFR DIASPORA,31260,Upper,MWF,9:00 a.m.-10:00 a.m.,,"GORDON-GARTH, ISHAN E",Cultural Diversity Global Cultures,,
AFR,345J RACE/REBELLION/REV CARIBBEAN,31265,Upper,MWF,9:00 a.m.-10:00 a.m.,GAR 2.112,"SORIANO, CRISTINA",,,
AFR,350 MEASURING RACIAL INEQUALITY,31275,Upper,MW,4:00 p.m.-5:30 p.m.,BUR 128,"PAIXAO, MARCELO",Quantitative Reasoning,Mathematics,
AFR,350D POLITICS OF BLACK LIFE,31280,Upper,TTH,9:30 a.m.-11:00 a.m.,BUR 436B,"MARSHALL, STEPHEN H",Writing Independent Inquiry,,
AFR,351N BLACK POLITICAL THOUGHT,31285,Upper,TTH,12:30 p.m.-2:00 p.m.,SZB 2.418,"ALAGRAA, BEDOUR",Writing Independent Inquiry,,
AFR,351U RACE/CAPITALISM/ENVIRONMENT,31290,Upper,MWF,1:00 p.m.-2:00 p.m.,,"VASUDEVAN, PAVITHRA",Cultural Diversity Ethics,,
AFR,351V BLACK SLAVERY IN ATLANTIC,31295,Upper,TTH,2:00 p.m.-3:30 p.m.,HRH 4.102B,"WITCHER, AARON T",Global Cultures Cultural Diversity,,
AFR,"360 RACE, LAW, AND US SOCIETY",31300,Upper,TTH,9:30 a.m.-11:00 a.m.,,"THOMPSON, SHIRLEY E",Writing Independent Inquiry,U.S. History,
AFR,"360 RACE, LAW, AND US SOCIETY",31304,Upper,TTH,9:30 a.m.-11:00 a.m.,JES A215A,"THOMPSON, SHIRLEY E",Writing Independent Inquiry,U.S. History,
AFR,360D RACE/GENDER/SURVEILLANCE,31305,Upper,MWF,1:00 p.m.-2:00 p.m.,,"BROWNE, SIMONE ARLENE",Ethics Cultural Diversity,,
AFR,360G BLACKS/ASIANS: RACE/SOC MOV,31310,Upper,TTH,9:30 a.m.-11:00 a.m.,,"BHALODIA, AARTI R",Cultural Diversity,,
AFR,360I BLACK FREEDOM MOVEMENT,31315,Upper,TTH,9:30 a.m.-11:00 a.m.,BUR 130,"FARMER, ASHLEY",,,
AFR,365C AFRICAN AMERICAN LANGUAGE,31320,Upper,TTH,2:00 p.m.-3:30 p.m.,PAR 302,"HINRICHS, LARS",Writing Cultural Diversity Global Cultures,,
AFR,"370 ART, ID, RACIAL DIFFERENCE",31325,Upper,MW,9:00 a.m.-10:30 a.m.,ART 3.432,"CHAMBERS, EDWARD",,,
AFR,370 BLACK FIGURE IN POP CULTURE,31330,Upper,TTH,11:00 a.m.-12:30 p.m.,BIO 301,"EVANS, ARIEL CECILIA",Writing Cultural Diversity Independent Inquiry,,
AFR,370 BLACK FOOD CULTURES,31335,Upper,MWF,3:00 p.m.-4:00 p.m.,,"REESE, ASHANTE M",Cultural Diversity,,
AFR,370 BLACK FUTURES,31340,Upper,TTH,3:30 p.m.-5:00 p.m.,GAR 2.128,"THOMPSON, SHIRLEY E",Cultural Diversity,,
AFR,370 CRIME/CAPITLSM AFR AM CULTR,31345,Upper,MWF,10:00 a.m.-11:00 a.m.,SZB 4.618,"WALTER, PATRICK F",Writing Cultural Diversity,,
AFR,370 CONQUEST/LIBERTN/HISPANIOLA,31350,Upper,TTH,12:30 p.m.-2:00 p.m.,,"JIMENEZ, MONICA A",,,
AFR,370 INTERPRETING BLACK RAGE: HON,31355,Upper,MWF,12:00 p.m.-1:00 p.m.,RLP 0.106,"JONES, BRANDON WILLIAM",Cultural Diversity,,
AFR,370 PHOTOGRAPHS/BLACKNESS IN US,31360,Upper,MWF,11:00 a.m.-12:00 p.m.,BIO 301,"ZELT, NATALIE MARIE",Cultural Diversity Writing,,
AFR,370 POLITICAL AUTOBIOGRAPHIES,31365,Upper,TTH,2:00 p.m.-3:30 p.m.,SZB 4.414,"ALAGRAA, BEDOUR",Writing,,
AFR,370 SPORTS AND SOCIETY,31370,Upper,TTH,2:00 p.m.-3:30 p.m.,,"DAVIS, AMIRA ROSE",Cultural Diversity,,
AFS,100 LEADERSHIP LABORATORY-GMC,31645,Lower,TTH,9:30 a.m.-11:00 a.m.,ART 1.120,"ULMAN, DAVID",,,
AFS,102L FOUNDATIONS OF THE USAF II,31650,Lower,W,1:00 p.m.-2:00 p.m.,RLP 5.404,"BOONE, SAVARD T",,,
AFS,102L FOUNDATIONS OF THE USAF II,31655,Lower,W,2:00 p.m.-3:00 p.m.,RLP 5.404,"BOONE, SAVARD T",,,
AFS,111L EVOL USAF AIR & SPACE POWER II,31660,Lower,W,8:00 a.m.-9:00 a.m.,RLP 5.404,"BOONE, SAVARD T",,,
AFS,111L EVOL USAF AIR & SPACE POWER II,31665,Lower,W,9:00 a.m.-10:00 a.m.,RLP 5.404,"BOONE, SAVARD T",,,
AFS,120L LEADERSHIP LABORATORY-POC,31670,Upper,F,11:00 a.m.-1:00 p.m.,RLP 5.404,"ULMAN, DAVID",,,
AFS,120L LEADERSHIP LABORATORY-POC,31675,Upper,TTH,9:30 a.m.-11:00 a.m.,ART 1.120,"ULMAN, DAVID",,,
AFS,322 AIR FORCE LEADERSHIP STDS II,31680,Upper,TTH,8:00 a.m.-9:30 a.m.,RLP 5.404,"ULMAN, DAVID",Ethics,,
AFS,335 SENIOR AIR FORCE STUDIES II,31685,Upper,M,7:00 a.m.-10:00 a.m.,RLP 5.404,"HOOD, MATTHEW L",Ethics,,
AHC,310 3-THE ANCIENT MIDDLE EAST,33855,Lower,TTH,11:00 a.m.-12:30 p.m.,PAR 1,"MELLISON, JONATHAN A",Global Cultures,,
AHC,310 5-MEDIEVAL MILLENNIUM EUROPE,33860,Lower,MWF,9:00 a.m.-10:00 a.m.,WAG 214,"ST LAWRENCE, JOHN E",Global Cultures,,
AHC,319D ANCIENT MEDITERRANEAN WORLD,33865,Lower,MWF,11:00 a.m.-12:00 p.m.,,,Global Cultures,,
AHC,325 ANCIENT GREECE IN SITU-GRC,33869,Upper,,,,"GULIZIO, JOANN",Global Cultures,,
AHC,325 ROOTS OF DEMOCRACY: HON,33870,Upper,TTH,2:00 p.m.-3:30 p.m.,GAR 1.134,"CAMPA, NAOMI",Global Cultures,,
AHC,325 6-ALEXANDER/HELLENISTIC WORLD,33875,Upper,MW,9:00 a.m.-10:00 a.m.,RLP 0.104,"BRANTMAYER, ERIN",Global Cultures Writing,,
AHC,325 6-ALEXANDER/HELLENISTIC WORLD,33880,Upper,MW,9:00 a.m.-10:00 a.m.,RLP 0.104,"BRANTMAYER, ERIN",Global Cultures Writing,,
AHC,325 6-ALEXANDER/HELLENISTIC WORLD,33885,Upper,MW,9:00 a.m.-10:00 a.m.,RLP 0.104,"BRANTMAYER, ERIN",Global Cultures Writing,,
AHC,330 9-DEATH/AFTERLIFE ANCT CHINA,33890,Upper,MW,2:30 p.m.-4:00 p.m.,MEZ 1.122,"WARING, LUKE CHRISTOPHER",Writing Global Cultures Independent Inquiry,,
AHC,378 5-SPACE AND PLACE,33895,Upper,TTH,12:30 p.m.-2:00 p.m.,WAG 10,"RABINOWITZ, ADAM THOMAS",Independent Inquiry Writing,,
AMS,310 INTRO TO AMERICAN STUDIES,31740,Lower,MW,10:00 a.m.-11:30 a.m.,FAC 21,"CHHUN, LINA",Cultural Diversity,U.S. History,
AMS,310 INTRO TO AMERICAN STUDIES,31745,Lower,TTH,11:00 a.m.-12:30 p.m.,GAR 0.102,"CORDOVA, CARY",Cultural Diversity,U.S. History,
AMS,311S AMERICAN INTIMACIES,31750,Lower,MWF,11:00 a.m.-12:00 p.m.,BUR 436B,"DUNN, KAMERON",Writing,,
AMS,311S ARCHIVES AND ACTIVISM IN TX,31755,Lower,MWF,10:00 a.m.-11:00 a.m.,BUR 436B,"CHILDRESS, STEPHANIE",Writing Independent Inquiry,,
AMS,311S CRITICAL APPROACHES TO SCI-FI,31760,Lower,MWF,12:00 p.m.-1:00 p.m.,BUR 436B,"OPREA, GIULIA",Writing Cultural Diversity,,
AMS,311S DIASPORA AND POP CULTURE,31765,Lower,MWF,2:00 p.m.-3:00 p.m.,BUR 436B,"GARCIA GORRA, ODALIS",Writing Cultural Diversity,,
AMS,311S MISREMEMBERING THE SOUTH,31770,Lower,MWF,1:00 p.m.-2:00 p.m.,BUR 436B,"JOHNSON, TAYLOR",Writing,,
AMS,311S TECH/MEMORY IN POP CULTURE,31774,Lower,MWF,10:00 a.m.-11:00 a.m.,BUR 436B,"TAHAMTANI, BAHAR",Writing,,
AMS,311S US ENV JUSTICE MOVEMENTS,31775,Lower,MWF,3:00 p.m.-4:00 p.m.,BUR 436B,"FRERICHS, JUSTINE",Writing,,
AMS,312C BLACKNESS AND COMICS,31780,Lower,MWF,11:00 a.m.-12:00 p.m.,SZB 4.618,"WALTER, PATRICK F",Cultural Diversity,,
AMS,315 5-HIST OF RELIGION IN THE US,31785,Lower,MWF,12:00 p.m.-1:00 p.m.,BUR 212,"KONOW, DRAKE ANDREW II",Cultural Diversity,U.S. History,
AMS,315 8-GERMANY AND GLOBALIZATION,31790,Lower,TTH,11:00 a.m.-12:30 p.m.,BUR 337,"HOBERMAN, JOHN M",,,
AMS,315J RIGHTS IN MODERN AMERICA,31794,Lower,TTH,3:30 p.m.-5:00 p.m.,RLP 1.106,"GREEN, LAURIE B",Cultural Diversity,U.S. History,
AMS,315P BUILDING AMERICA,31795,Lower,TTH,9:30 a.m.-11:00 a.m.,GAR 0.102,"BSUMEK, ERIKA M",Cultural Diversity,U.S. History,
AMS,319 LATINX DIGITAL WORLDS,31800,Lower,MW,1:00 p.m.-2:30 p.m.,PMA 5.114,"COTERA, MARIA EUGENIA",Cultural Diversity,,
AMS,321 6-RACE/GENDER/SURVEILLANCE,31805,Upper,MWF,1:00 p.m.-2:00 p.m.,,"BROWNE, SIMONE ARLENE",Ethics Cultural Diversity,,
AMS,321M RADICAL CHIC: REVOLUTNS EUR,31810,Upper,TTH,11:00 a.m.-12:30 p.m.,,"ARENS, KATHERINE M",Global Cultures,,
AMS,321Q WRTG FOR BLACK PERFORMANCE,31815,Upper,MWF,10:00 a.m.-11:00 a.m.,,"THOMPSON, LISA B",Writing Cultural Diversity,,
AMS,321S CULTURAL HERITAGE ON DISPLAY,31820,Upper,TTH,12:30 p.m.-2:00 p.m.,EPS 1.126,"SERIFF, SUZANNE K",,,
AMS,321T ASIAN AMERICAN JURISPRUDENCE,31825,Upper,TTH,3:30 p.m.-5:00 p.m.,BIO 301,"JIN, ARNOLD R",Cultural Diversity Ethics,,
AMS,321U NATIVE AMER CULTURE SOUTHWEST,31830,Upper,TTH,9:30 a.m.-11:00 a.m.,WCP 4.118,"WEBSTER, ANTHONY K",,,
AMS,324D BLACK FREEDOM MOVEMENT,31835,Upper,TTH,9:30 a.m.-11:00 a.m.,BUR 130,"FARMER, ASHLEY",,,
AMS,324I CHICANA FEMINISMS,31840,Upper,MW,11:30 a.m.-1:00 p.m.,ETC 2.102,"COTERA, MARIA EUGENIA",Cultural Diversity,,
AMS,325I THE ARTS OF HIP HOP,31845,Upper,MWF,11:00 a.m.-12:00 p.m.,MEZ 2.124,"BYRD, RIKKI",,,
AMS,330 MDRNSM IN AM DESIGN/ARCH-UTNY,31850,Upper,T,6:00 p.m.-9:00 p.m.,,"MELLINS, THOMAS",Cultural Diversity,Visual and Performing Arts,
AMS,331E BLACK COPS IN AFR AM POP CUL,31855,Upper,MWF,12:00 p.m.-1:00 p.m.,JES A303A,"WALTER, PATRICK F",Cultural Diversity,,
AMS,333 BLACKNESS CONTMP ART MUSEUM,31860,Upper,MWF,12:00 p.m.-1:00 p.m.,PAR 303,"TOWNSEND, PHILLIP",Ethics,,
AMS,337J LATINX SEXUALITIES,31865,Upper,MW,11:30 a.m.-1:00 p.m.,CAL 21,"ROSAS, LILIA",Cultural Diversity,,
AMS,344F BLACK SLAVERY IN ATLANTIC,31870,Upper,TTH,2:00 p.m.-3:30 p.m.,HRH 4.102B,"WITCHER, AARON T",Global Cultures Cultural Diversity,,
AMS,355 MAIN CURR OF AMER CUL TO 1865,31875,Upper,TTH,12:30 p.m.-2:00 p.m.,BUR 130,"MARSHALL, STEPHEN H",Cultural Diversity,U.S. History,
AMS,356 MAIN CURR AMER CUL SINCE 1865,31880,Upper,TTH,2:00 p.m.-3:30 p.m.,BUR 134,"LEWIS, RANDOLPH R",Cultural Diversity,U.S. History,
AMS,"358 THE UNITED STATES, 1920-1941",31885,Upper,TTH,11:00 a.m.-12:30 p.m.,PAR 105,"BLANTON, CARLOS",Cultural Diversity,U.S. History,
AMS,370 THE UNIVERSITY AND THE WORLD,31890,Upper,TTH,11:00 a.m.-12:30 p.m.,BUR 436A,"BEASLEY, ALEX A",Writing Independent Inquiry,,
AMS,370 TACO USA-MEXICAN FOOD/PLACE,31895,Upper,TTH,2:00 p.m.-3:30 p.m.,BUR 436A,"CORDOVA, CARY",Writing Independent Inquiry,,
AMS,370 URBAN IMAGINARIES,31900,Upper,TTH,2:00 p.m.-3:30 p.m.,BUR 436B,"PONDER, CAROLINE SAGE",Writing Independent Inquiry,,
AMS,"370 5-RACE, LAW, AND US SOCIETY",31904,Upper,TTH,9:30 a.m.-11:00 a.m.,JES A215A,"THOMPSON, SHIRLEY E",Writing Independent Inquiry,U.S. History,
AMS,370 28-ANIMALS/AMERICAN CULTURE,31905,Upper,TTH,12:30 p.m.-2:00 p.m.,BUR 436A,"DAVIS, JANET M",Writing Independent Inquiry,U.S. History,
AMS,370 29-WOMEN RADICALS & REFORMERS,31910,Upper,MW,2:30 p.m.-4:00 p.m.,,"MICKENBERG, JULIA L",Writing Independent Inquiry Cultural Diversity,,
AMS,370 42-BLACK POLITICAL THOUGHT,31915,Upper,TTH,12:30 p.m.-2:00 p.m.,SZB 2.418,"ALAGRAA, BEDOUR",Writing Independent Inquiry,,
AMS,370 43-LIT OF BLACK POLITICS,31920,Upper,TTH,12:30 p.m.-2:00 p.m.,,"ALAGRAA, BEDOUR",Writing Independent Inquiry,,
AMS,370 57-POLITICS OF BLACK LIFE,31925,Upper,TTH,9:30 a.m.-11:00 a.m.,BUR 436B,"MARSHALL, STEPHEN H",Writing Independent Inquiry,,
AMS,370 62-COASTAL COMMUN EARLY AMER,31929,Upper,TTH,2:00 p.m.-3:30 p.m.,SZB 2.222,"KAMIL, NEIL D",Writing Independent Inquiry,U.S. History,
AMS,370 66-ART/DATA IN THE DIGITAL AGE,31930,Upper,TTH,11:00 a.m.-12:30 p.m.,BUR 436B,"CHAAR LOPEZ, IVAN Y",Writing Independent Inquiry,,
AMS,679HB HONORS TUTORIAL COURSE,31935,Upper,,,,,Independent Inquiry,,
ANS,301M CHI POP CULTR/REFORM ERA,32835,Lower,TTH,11:00 a.m.-12:30 p.m.,MEZ B0.306,"YANG, LI",Global Cultures,,
ANS,301M FOOD AND RELIGION IN ASIA,32840,Lower,TTH,11:00 a.m.-12:30 p.m.,GAR 2.128,"GUTIERREZ, ANDREA L",Global Cultures,,
ANS,301M INTRO TO KOREAN FILM,32845,Lower,TTH,3:30 p.m.-5:00 p.m.,RLP 0.104,"OXENFORD, SHELBY ELIZABET",Writing Global Cultures,,
ANS,301M 4-HIST OF EAST ASIA SINCE 1800,32850,Lower,MWF,10:00 a.m.-11:00 a.m.,GAR 2.112,"KINIAS, THANASIS A",Global Cultures,,
ANS,301M 11-INTRODUCTION TO BUDDHISM,32855,Lower,TTH,12:30 p.m.-2:00 p.m.,UTC 4.134,"FREIBERGER, OLIVER",Global Cultures,,
ANS,302E FEMALE VOICES IN CHINA,32860,Lower,MW,1:00 p.m.-2:30 p.m.,MEZ 1.216,"WARING, LUKE CHRISTOPHER",Global Cultures,,
ANS,304C POP CULTURE IN MODERN JAPAN,32865,Lower,TTH,3:30 p.m.-5:00 p.m.,FAC 21,"HURLEY, BRIAN",Global Cultures,,
ANS,307C INTRO TO THE HISTORY OF INDIA,32870,Lower,MWF,12:00 p.m.-1:00 p.m.,GAR 1.126,"PATEL, KIRTAN JYOTINDRA",Global Cultures,,
ANS,307D YOGA PAST AND PRESENT,32875,Lower,TTH,12:30 p.m.-2:00 p.m.,UTC 3.122,"GUTIERREZ, ANDREA L",Global Cultures,,
ANS,322M POLITICS IN CHINA,32880,Upper,MW,2:30 p.m.-4:00 p.m.,UTC 4.112,"LU, XIAOBO",Global Cultures,,
ANS,323C BIOMEDICINE/ETHICS/CULTURE,32883,Upper,MWF,9:00 a.m.-10:00 a.m.,BUR 220,"SUMMERS, SARAH",Writing Cultural Diversity Ethics,,
ANS,326C CULTURES OF SOUTHEAST ASIA,32884,Upper,TTH,11:00 a.m.-12:30 p.m.,WCP 4.118,"KEELER, WARD W",,,
ANS,330C ANTHROPOLOGY OF TRAVEL/TOURISM,32885,Upper,TTH,2:00 p.m.-3:30 p.m.,MEZ 1.204,"HINDMAN, HEATHER ANNE",Global Cultures,,
ANS,340J JAINISM: RLGN NON-VIOLENCE,32890,Upper,MW,10:00 a.m.-11:30 a.m.,,"DAVIS, DONALD R JR",Global Cultures,,
ANS,340M MODERN CHINA,32895,Upper,TTH,2:00 p.m.-3:30 p.m.,GAR 2.112,"LI, HUAIYIN",,,
ANS,341P SHAMANISM AND THE PRIMITIVE,32900,Upper,MWF,10:00 a.m.-11:00 a.m.,PAR 208,"ROBERTS, JASON EDWARD",Global Cultures Independent Inquiry,,
ANS,"346N INDIAN SUBCONTINENT, 1750-1950",32905,Upper,MW,2:30 p.m.-4:00 p.m.,JES A307A,"GUHA, SUMIT",Global Cultures,,
ANS,355G MONARCHIES AND MINI-STATES,32910,Upper,TTH,3:30 p.m.-5:00 p.m.,MEZ 1.202,"BARANY, ZOLTAN D",Independent Inquiry,,
ANS,355I WAR/PEACE: CHINA/JAPAN/TAIWAN,32914,Upper,TTH,8:00 a.m.-9:30 a.m.,PAR 201,"WOLFORD, MICHAEL SCOTT",,,
ANS,356C MODERNIZATION IN EAST ASIA,32915,Upper,TTH,5:00 p.m.-6:30 p.m.,GAR 2.112,"LI, HUAIYIN",,,
ANS,358G CAPTL/CONSUM/CIV SOC KOREA,32920,Upper,TTH,2:00 p.m.-3:30 p.m.,GAR 3.116,"OPPENHEIM, ROBERT M",Global Cultures,,
ANS,361 ARTS AT THE CROSSROADS,32923,Upper,MW,10:30 a.m.-12:00 p.m.,DFA 2.204,"WU, SYLVIA",Global Cultures,,
ANS,361 ASIAN INFRASTRUCTURE,32925,Upper,TTH,12:30 p.m.-2:00 p.m.,MEZ 1.204,"HINDMAN, HEATHER ANNE",Global Cultures,,
ANS,361 CINEMATIC CITIES: MUMBAI,32930,Upper,TTH,2:00 p.m.-3:30 p.m.,MEZ 1.210,"SANCHEZ LOZOYA, ZELTZYN R",Global Cultures,,
ANS,361 INDIAN PHILOSOPHIES,32935,Upper,TTH,2:00 p.m.-3:30 p.m.,MEZ B0.302,"CUNEO, DANIELE",Global Cultures,,
ANS,361 STREAMING MEDIA IN ASIA,32939,Upper,MWF,9:00 a.m.-10:00 a.m.,CMA 6.170,"KUMAR, SHANTI",Global Cultures,,
ANS,361 CONTEMPORARY US-CHINA RELATNS,32940,Upper,TH,2:00 p.m.-5:00 p.m.,,"FIRESTEIN, DAVID J",Global Cultures,,
ANS,361 TOURISM/PLACE GLOBAL SOUTH,32945,Upper,TTH,12:30 p.m.-2:00 p.m.,RLP 1.108,"OH, YOUJEONG",Global Cultures,,
ANS,361D HIST FOOD/HEALING CHINA/TAIWAN,32950,Upper,MWF,11:00 a.m.-12:00 p.m.,RLP 1.102,"LAI, CHIU-MI",Global Cultures,,
ANS,361D HIST FOOD/HEALING CHINA/TAIWAN,32955,Upper,MWF,12:00 p.m.-1:00 p.m.,RLP 1.102,"LAI, CHIU-MI",Global Cultures,,
ANS,361F ETHNIC POLITICS IN TAIWAN/ASIA,32959,Upper,TTH,3:30 p.m.-5:00 p.m.,PMA 5.114,"XU, MEIYING",,,
ANS,361J DEVLPMT/SOCL MOVT E/SE ASIA,32960,Upper,TTH,9:30 a.m.-11:00 a.m.,RLP 1.108,"OH, YOUJEONG",Global Cultures,,
ANS,361M BIG ASIAN HISTORIES,32965,Upper,TTH,5:00 p.m.-6:30 p.m.,RLP 1.102,"OPPENHEIM, ROBERT M",Global Cultures,,
ANS,372P SOUTH ASIAN MIGRATION TO US,32970,Upper,TTH,12:30 p.m.-2:00 p.m.,WAG 420,"MEHTA, MOHIT P",Cultural Diversity,U.S. History,
ANS,373E MDRN JAPANESE LIT IN TRANSLTN,32974,Upper,MW,10:00 a.m.-11:30 a.m.,BEN 1.126,"KUEHL, MICHAEL ALAN",Global Cultures,,
ANS,678HB HONORS TUTORIAL COURSE,32975,Upper,F,1:00 p.m.-4:00 p.m.,RLP 0.120,,Writing,,
ANS,379 14-TRANSLATING ASIA,32980,Upper,TTH,2:00 p.m.-3:30 p.m.,PAR 210,"AKEPIYAPORNCHAI, MANASICH",Writing Global Cultures,,
ANS,379 18-DEATH/AFTERLIFE ANCT CHINA,32985,Upper,MW,2:30 p.m.-4:00 p.m.,MEZ 1.122,"WARING, LUKE CHRISTOPHER",Global Cultures Writing Independent Inquiry,,
ANT,301 BIOLOGICAL ANTHROPOLOGY,32190,Lower,MW,9:00 a.m.-10:00 a.m.,RLP 0.102,"LEWIS, REBECCA J",,"Natural Science and Technology, Part I",
ANT,301 BIOLOGICAL ANTHROPOLOGY,32195,Lower,MW,9:00 a.m.-10:00 a.m.,RLP 0.102,"LEWIS, REBECCA J",,"Natural Science and Technology, Part I",
ANT,301 BIOLOGICAL ANTHROPOLOGY,32200,Lower,MW,9:00 a.m.-10:00 a.m.,RLP 0.102,"LEWIS, REBECCA J",,"Natural Science and Technology, Part I",
ANT,301 BIOLOGICAL ANTHROPOLOGY,32205,Lower,MW,9:00 a.m.-10:00 a.m.,RLP 0.102,"LEWIS, REBECCA J",,"Natural Science and Technology, Part I",
ANT,301 BIOLOGICAL ANTHROPOLOGY,32210,Lower,MW,9:00 a.m.-10:00 a.m.,RLP 0.102,"LEWIS, REBECCA J",,"Natural Science and Technology, Part I",
ANT,301 BIOLOGICAL ANTHROPOLOGY,32215,Lower,MW,9:00 a.m.-10:00 a.m.,RLP 0.102,"LEWIS, REBECCA J",,"Natural Science and Technology, Part I",
ANT,301 BIOLOGICAL ANTHROPOLOGY,32220,Lower,MW,9:00 a.m.-10:00 a.m.,RLP 0.102,"LEWIS, REBECCA J",,"Natural Science and Technology, Part I",
ANT,301 BIOLOGICAL ANTHROPOLOGY,32225,Lower,MW,9:00 a.m.-10:00 a.m.,RLP 0.102,"LEWIS, REBECCA J",,"Natural Science and Technology, Part I",
ANT,301 BIOLOGICAL ANTHROPOLOGY,32230,Lower,MW,9:00 a.m.-10:00 a.m.,RLP 0.102,"LEWIS, REBECCA J",,"Natural Science and Technology, Part I",
ANT,301 BIOLOGICAL ANTHROPOLOGY,32235,Lower,MW,9:00 a.m.-10:00 a.m.,RLP 0.102,"LEWIS, REBECCA J",,"Natural Science and Technology, Part I",
ANT,301 BIOLOGICAL ANTHROPOLOGY-WB,32240,Lower,,,,"REED, DENNE N",,"Natural Science and Technology, Part I",
